,Name,Neighborhood,Review Count,Rating,Type,Longitude,Latitude
254,Angelo's Wine Bar,ALBANY PARK,245,4.0,Cocktail Bars,-87.7161739,41.9719367
255,Angelo's Wine Bar,ALBANY PARK,245,4.0,Wine Bars,-87.7161739,41.9719367
258,Smoque BBQ,ALBANY PARK,3889,4.5,Barbeque,-87.7161739,41.9719367
259,Noon O Kabab,ALBANY PARK,906,4.0,Persian/Iranian,-87.7161739,41.9719367
260,Noon O Kabab,ALBANY PARK,906,4.0,Mediterranean,-87.7161739,41.9719367
261,Kabobi Grill,ALBANY PARK,479,4.5,Mediterranean,-87.7161739,41.9719367
262,Kabobi Grill,ALBANY PARK,479,4.5,Persian/Iranian,-87.7161739,41.9719367
263,Great Sea Chinese Restaurant,ALBANY PARK,656,4.0,Chinese,-87.7161739,41.9719367
264,Great Sea Chinese Restaurant,ALBANY PARK,656,4.0,Chicken Wings,-87.7161739,41.9719367
265,Semiramis,ALBANY PARK,521,4.0,Lebanese,-87.7161739,41.9719367
266,Semiramis,ALBANY PARK,521,4.0,Soup,-87.7161739,41.9719367
267,Semiramis,ALBANY PARK,521,4.0,Sandwiches,-87.7161739,41.9719367
268,Cafe Orient 33,ALBANY PARK,196,4.5,Korean,-87.7161739,41.9719367
269,Cafe Orient 33,ALBANY PARK,196,4.5,Chicken Wings,-87.7161739,41.9719367
270,Cafe Orient 33,ALBANY PARK,196,4.5,Seafood,-87.7161739,41.9719367
271,Ruby's Fast Food,ALBANY PARK,218,4.5,Filipino,-87.7161739,41.9719367
272,Ruby's Fast Food,ALBANY PARK,218,4.5,Buffets,-87.7161739,41.9719367
273,Ruby's Fast Food,ALBANY PARK,218,4.5,Fast Food,-87.7161739,41.9719367
274,Ay Ay Picante,ALBANY PARK,540,4.0,Seafood,-87.7161739,41.9719367
275,Ay Ay Picante,ALBANY PARK,540,4.0,Peruvian,-87.7161739,41.9719367
276,Kuma's Corner - Belmont,ALBANY PARK,4915,4.0,Pubs,-87.7161739,41.9719367
277,Kuma's Corner - Belmont,ALBANY PARK,4915,4.0,Burgers,-87.7161739,41.9719367
278,Bryn Mawr Breakfast Club,ALBANY PARK,667,4.5,Breakfast & Brunch,-87.7161739,41.9719367
279,Afghan Kabob,ALBANY PARK,259,4.5,Middle Eastern,-87.7161739,41.9719367
280,Afghan Kabob,ALBANY PARK,259,4.5,Afghan,-87.7161739,41.9719367
281,Hot Dog Station,ALBANY PARK,160,4.5,Hot Dogs,-87.7161739,41.9719367
282,Hot Dog Station,ALBANY PARK,160,4.5,Burgers,-87.7161739,41.9719367
283,Tre Kronor,ALBANY PARK,684,4.0,Breakfast & Brunch,-87.7161739,41.9719367
284,Tre Kronor,ALBANY PARK,684,4.0,Desserts,-87.7161739,41.9719367
285,Tre Kronor,ALBANY PARK,684,4.0,Scandinavian,-87.7161739,41.9719367
286,Nhu Lan Saigon Subs,ALBANY PARK,778,4.5,Vietnamese,-87.7161739,41.9719367
287,Nhu Lan Saigon Subs,ALBANY PARK,778,4.5,Bakeries,-87.7161739,41.9719367
288,Salam Restaurant,ALBANY PARK,530,4.0,Middle Eastern,-87.7161739,41.9719367
289,Salam Restaurant,ALBANY PARK,530,4.0,Mediterranean,-87.7161739,41.9719367
290,Salam Restaurant,ALBANY PARK,530,4.0,Halal,-87.7161739,41.9719367
291,LD Pho,ALBANY PARK,146,4.5,Vietnamese,-87.7161739,41.9719367
292,Ixcateco Grill,ALBANY PARK,159,4.5,Mexican,-87.7161739,41.9719367
293,Brasa Roja,ALBANY PARK,258,4.0,Latin American,-87.7161739,41.9719367
294,Hala In Restaurant,ALBANY PARK,266,4.0,Middle Eastern,-87.7161739,41.9719367
295,Hala In Restaurant,ALBANY PARK,266,4.0,Arabian,-87.7161739,41.9719367
296,Angelo's Wine Bar,ALBANY PARK,245,4.0,Italian,-87.7161739,41.9719367
297,Angelo's Wine Bar,ALBANY PARK,245,4.0,Cocktail Bars,-87.7161739,41.9719367
298,Angelo's Wine Bar,ALBANY PARK,245,4.0,Wine Bars,-87.7161739,41.9719367
301,Smoque BBQ,ALBANY PARK,3889,4.5,Barbeque,-87.7161739,41.9719367
302,Noon O Kabab,ALBANY PARK,906,4.0,Persian/Iranian,-87.7161739,41.9719367
303,Noon O Kabab,ALBANY PARK,906,4.0,Mediterranean,-87.7161739,41.9719367
304,Kabobi Grill,ALBANY PARK,479,4.5,Mediterranean,-87.7161739,41.9719367
305,Kabobi Grill,ALBANY PARK,479,4.5,Persian/Iranian,-87.7161739,41.9719367
306,Great Sea Chinese Restaurant,ALBANY PARK,656,4.0,Chinese,-87.7161739,41.9719367
307,Great Sea Chinese Restaurant,ALBANY PARK,656,4.0,Chicken Wings,-87.7161739,41.9719367
308,Semiramis,ALBANY PARK,521,4.0,Lebanese,-87.7161739,41.9719367
309,Semiramis,ALBANY PARK,521,4.0,Soup,-87.7161739,41.9719367
310,Semiramis,ALBANY PARK,521,4.0,Sandwiches,-87.7161739,41.9719367
311,Cafe Orient 33,ALBANY PARK,196,4.5,Korean,-87.7161739,41.9719367
312,Cafe Orient 33,ALBANY PARK,196,4.5,Chicken Wings,-87.7161739,41.9719367
313,Cafe Orient 33,ALBANY PARK,196,4.5,Seafood,-87.7161739,41.9719367
314,Ruby's Fast Food,ALBANY PARK,218,4.5,Filipino,-87.7161739,41.9719367
315,Ruby's Fast Food,ALBANY PARK,218,4.5,Buffets,-87.7161739,41.9719367
316,Ruby's Fast Food,ALBANY PARK,218,4.5,Fast Food,-87.7161739,41.9719367
317,Ay Ay Picante,ALBANY PARK,540,4.0,Seafood,-87.7161739,41.9719367
318,Ay Ay Picante,ALBANY PARK,540,4.0,Peruvian,-87.7161739,41.9719367
319,Kuma's Corner - Belmont,ALBANY PARK,4915,4.0,Pubs,-87.7161739,41.9719367
320,Kuma's Corner - Belmont,ALBANY PARK,4915,4.0,Burgers,-87.7161739,41.9719367
321,Bryn Mawr Breakfast Club,ALBANY PARK,667,4.5,Breakfast & Brunch,-87.7161739,41.9719367
322,Afghan Kabob,ALBANY PARK,259,4.5,Middle Eastern,-87.7161739,41.9719367
323,Afghan Kabob,ALBANY PARK,259,4.5,Afghan,-87.7161739,41.9719367
324,Hot Dog Station,ALBANY PARK,160,4.5,Hot Dogs,-87.7161739,41.9719367
325,Hot Dog Station,ALBANY PARK,160,4.5,Burgers,-87.7161739,41.9719367
326,Tre Kronor,ALBANY PARK,684,4.0,Breakfast & Brunch,-87.7161739,41.9719367
327,Tre Kronor,ALBANY PARK,684,4.0,Desserts,-87.7161739,41.9719367
328,Tre Kronor,ALBANY PARK,684,4.0,Scandinavian,-87.7161739,41.9719367
329,Nhu Lan Saigon Subs,ALBANY PARK,778,4.5,Vietnamese,-87.7161739,41.9719367
330,Nhu Lan Saigon Subs,ALBANY PARK,778,4.5,Bakeries,-87.7161739,41.9719367
331,Salam Restaurant,ALBANY PARK,530,4.0,Middle Eastern,-87.7161739,41.9719367
332,Salam Restaurant,ALBANY PARK,530,4.0,Mediterranean,-87.7161739,41.9719367
333,Salam Restaurant,ALBANY PARK,530,4.0,Halal,-87.7161739,41.9719367
334,LD Pho,ALBANY PARK,146,4.5,Vietnamese,-87.7161739,41.9719367
335,Ixcateco Grill,ALBANY PARK,159,4.5,Mexican,-87.7161739,41.9719367
336,Brasa Roja,ALBANY PARK,258,4.0,Latin American,-87.7161739,41.9719367
337,Hala In Restaurant,ALBANY PARK,266,4.0,Middle Eastern,-87.7161739,41.9719367
338,Hala In Restaurant,ALBANY PARK,266,4.0,Arabian,-87.7161739,41.9719367
339,Angelo's Wine Bar,ALBANY PARK,245,4.0,Italian,-87.7161739,41.9719367
340,Angelo's Wine Bar,ALBANY PARK,245,4.0,Cocktail Bars,-87.7161739,41.9719367
341,Angelo's Wine Bar,ALBANY PARK,245,4.0,Wine Bars,-87.7161739,41.9719367
344,Smoque BBQ,ALBANY PARK,3889,4.5,Barbeque,-87.7161739,41.9719367
345,Noon O Kabab,ALBANY PARK,906,4.0,Persian/Iranian,-87.7161739,41.9719367
346,Noon O Kabab,ALBANY PARK,906,4.0,Mediterranean,-87.7161739,41.9719367
347,Kabobi Grill,ALBANY PARK,479,4.5,Mediterranean,-87.7161739,41.9719367
348,Kabobi Grill,ALBANY PARK,479,4.5,Persian/Iranian,-87.7161739,41.9719367
349,Great Sea Chinese Restaurant,ALBANY PARK,656,4.0,Chinese,-87.7161739,41.9719367
350,Great Sea Chinese Restaurant,ALBANY PARK,656,4.0,Chicken Wings,-87.7161739,41.9719367
351,Semiramis,ALBANY PARK,521,4.0,Lebanese,-87.7161739,41.9719367
352,Semiramis,ALBANY PARK,521,4.0,Soup,-87.7161739,41.9719367
353,Semiramis,ALBANY PARK,521,4.0,Sandwiches,-87.7161739,41.9719367
354,Cafe Orient 33,ALBANY PARK,196,4.5,Korean,-87.7161739,41.9719367
355,Cafe Orient 33,ALBANY PARK,196,4.5,Chicken Wings,-87.7161739,41.9719367
356,Cafe Orient 33,ALBANY PARK,196,4.5,Seafood,-87.7161739,41.9719367
357,Ruby's Fast Food,ALBANY PARK,218,4.5,Filipino,-87.7161739,41.9719367
358,Ruby's Fast Food,ALBANY PARK,218,4.5,Buffets,-87.7161739,41.9719367
359,Ruby's Fast Food,ALBANY PARK,218,4.5,Fast Food,-87.7161739,41.9719367
360,Ay Ay Picante,ALBANY PARK,540,4.0,Seafood,-87.7161739,41.9719367
361,Ay Ay Picante,ALBANY PARK,540,4.0,Peruvian,-87.7161739,41.9719367
362,Kuma's Corner - Belmont,ALBANY PARK,4915,4.0,Pubs,-87.7161739,41.9719367
363,Kuma's Corner - Belmont,ALBANY PARK,4915,4.0,Burgers,-87.7161739,41.9719367
364,Bryn Mawr Breakfast Club,ALBANY PARK,667,4.5,Breakfast & Brunch,-87.7161739,41.9719367
365,Afghan Kabob,ALBANY PARK,259,4.5,Middle Eastern,-87.7161739,41.9719367
366,Afghan Kabob,ALBANY PARK,259,4.5,Afghan,-87.7161739,41.9719367
367,Hot Dog Station,ALBANY PARK,160,4.5,Hot Dogs,-87.7161739,41.9719367
368,Hot Dog Station,ALBANY PARK,160,4.5,Burgers,-87.7161739,41.9719367
369,Tre Kronor,ALBANY PARK,684,4.0,Breakfast & Brunch,-87.7161739,41.9719367
370,Tre Kronor,ALBANY PARK,684,4.0,Desserts,-87.7161739,41.9719367
371,Tre Kronor,ALBANY PARK,684,4.0,Scandinavian,-87.7161739,41.9719367
372,Nhu Lan Saigon Subs,ALBANY PARK,778,4.5,Vietnamese,-87.7161739,41.9719367
373,Nhu Lan Saigon Subs,ALBANY PARK,778,4.5,Bakeries,-87.7161739,41.9719367
374,Salam Restaurant,ALBANY PARK,530,4.0,Middle Eastern,-87.7161739,41.9719367
375,Salam Restaurant,ALBANY PARK,530,4.0,Mediterranean,-87.7161739,41.9719367
376,Salam Restaurant,ALBANY PARK,530,4.0,Halal,-87.7161739,41.9719367
377,LD Pho,ALBANY PARK,146,4.5,Vietnamese,-87.7161739,41.9719367
378,Ixcateco Grill,ALBANY PARK,159,4.5,Mexican,-87.7161739,41.9719367
379,Brasa Roja,ALBANY PARK,258,4.0,Latin American,-87.7161739,41.9719367
380,Hala In Restaurant,ALBANY PARK,266,4.0,Middle Eastern,-87.7161739,41.9719367
381,Hala In Restaurant,ALBANY PARK,266,4.0,Arabian,-87.7161739,41.9719367
382,Angelo's Wine Bar,ALBANY PARK,245,4.0,Italian,-87.7161739,41.9719367
383,Angelo's Wine Bar,ALBANY PARK,245,4.0,Cocktail Bars,-87.7161739,41.9719367
384,Angelo's Wine Bar,ALBANY PARK,245,4.0,Wine Bars,-87.7161739,41.9719367
387,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Mexican,-87.6004393348106,41.65486375
388,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Seafood,-87.6004393348106,41.65486375
389,T & G Gyros,ALTGELD GARDENS,44,4.5,Greek,-87.6004393348106,41.65486375
390,T & G Gyros,ALTGELD GARDENS,44,4.5,Mediterranean,-87.6004393348106,41.65486375
391,La Vieja Castilla,ALTGELD GARDENS,34,4.5,Spanish,-87.6004393348106,41.65486375
392,Giuseppe's Pizza,ALTGELD GARDENS,41,4.5,Pizza,-87.6004393348106,41.65486375
393,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
394,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Diners,-87.6004393348106,41.65486375
395,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Bakeries,-87.6004393348106,41.65486375
396,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Desserts,-87.6004393348106,41.65486375
397,Eggshack,ALTGELD GARDENS,32,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
398,Eggshack,ALTGELD GARDENS,32,4.0,Burgers,-87.6004393348106,41.65486375
399,Eggshack,ALTGELD GARDENS,32,4.0,Sandwiches,-87.6004393348106,41.65486375
400,Lumes House of Pancakes,ALTGELD GARDENS,85,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
401,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Coffee & Tea,-87.6004393348106,41.65486375
402,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Lounges,-87.6004393348106,41.65486375
403,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
404,Mr. Orange Chicken,ALTGELD GARDENS,39,3.5,Chinese,-87.6004393348106,41.65486375
405,Mario's Tacos,ALTGELD GARDENS,87,3.5,Mexican,-87.6004393348106,41.65486375
406,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Italian,-87.6004393348106,41.65486375
407,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,American (Traditional),-87.6004393348106,41.65486375
408,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Pizza,-87.6004393348106,41.65486375
409,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,American (Traditional),-87.6004393348106,41.65486375
410,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,Fast Food,-87.6004393348106,41.65486375
411,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,American (Traditional),-87.6004393348106,41.65486375
412,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Coffee & Tea,-87.6004393348106,41.65486375
413,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Breakfast & Brunch,-87.6004393348106,41.65486375
414,Restaurante Tenochtitlan,ALTGELD GARDENS,54,3.5,Mexican,-87.6004393348106,41.65486375
415,Love On the Blu,ALTGELD GARDENS,94,3.0,Bars,-87.6004393348106,41.65486375
416,Love On the Blu,ALTGELD GARDENS,94,3.0,American (Traditional),-87.6004393348106,41.65486375
417,The Taco Place,ALTGELD GARDENS,24,4.0,Mexican,-87.6004393348106,41.65486375
418,Maxwell Street Polish,ALTGELD GARDENS,15,4.5,Hot Dogs,-87.6004393348106,41.65486375
419,Taqueria Durango Restaurant,ALTGELD GARDENS,44,3.5,Mexican,-87.6004393348106,41.65486375
420,Alpha Gyros,ALTGELD GARDENS,19,4.5,Restaurants,-87.6004393348106,41.65486375
423,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Mexican,-87.6004393348106,41.65486375
424,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Seafood,-87.6004393348106,41.65486375
425,T & G Gyros,ALTGELD GARDENS,44,4.5,Greek,-87.6004393348106,41.65486375
426,T & G Gyros,ALTGELD GARDENS,44,4.5,Mediterranean,-87.6004393348106,41.65486375
427,La Vieja Castilla,ALTGELD GARDENS,34,4.5,Spanish,-87.6004393348106,41.65486375
428,Giuseppe's Pizza,ALTGELD GARDENS,41,4.5,Pizza,-87.6004393348106,41.65486375
429,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
430,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Diners,-87.6004393348106,41.65486375
431,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Bakeries,-87.6004393348106,41.65486375
432,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Desserts,-87.6004393348106,41.65486375
433,Eggshack,ALTGELD GARDENS,32,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
434,Eggshack,ALTGELD GARDENS,32,4.0,Burgers,-87.6004393348106,41.65486375
435,Eggshack,ALTGELD GARDENS,32,4.0,Sandwiches,-87.6004393348106,41.65486375
436,Lumes House of Pancakes,ALTGELD GARDENS,85,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
437,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Coffee & Tea,-87.6004393348106,41.65486375
438,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Lounges,-87.6004393348106,41.65486375
439,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
440,Mr. Orange Chicken,ALTGELD GARDENS,39,3.5,Chinese,-87.6004393348106,41.65486375
441,Mario's Tacos,ALTGELD GARDENS,87,3.5,Mexican,-87.6004393348106,41.65486375
442,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Italian,-87.6004393348106,41.65486375
443,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,American (Traditional),-87.6004393348106,41.65486375
444,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Pizza,-87.6004393348106,41.65486375
445,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,American (Traditional),-87.6004393348106,41.65486375
446,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,Fast Food,-87.6004393348106,41.65486375
447,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,American (Traditional),-87.6004393348106,41.65486375
448,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Coffee & Tea,-87.6004393348106,41.65486375
449,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Breakfast & Brunch,-87.6004393348106,41.65486375
450,Restaurante Tenochtitlan,ALTGELD GARDENS,54,3.5,Mexican,-87.6004393348106,41.65486375
451,Love On the Blu,ALTGELD GARDENS,94,3.0,Bars,-87.6004393348106,41.65486375
452,Love On the Blu,ALTGELD GARDENS,94,3.0,American (Traditional),-87.6004393348106,41.65486375
453,The Taco Place,ALTGELD GARDENS,24,4.0,Mexican,-87.6004393348106,41.65486375
454,Maxwell Street Polish,ALTGELD GARDENS,15,4.5,Hot Dogs,-87.6004393348106,41.65486375
455,Taqueria Durango Restaurant,ALTGELD GARDENS,44,3.5,Mexican,-87.6004393348106,41.65486375
456,Alpha Gyros,ALTGELD GARDENS,19,4.5,Restaurants,-87.6004393348106,41.65486375
459,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Mexican,-87.6004393348106,41.65486375
460,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Seafood,-87.6004393348106,41.65486375
461,T & G Gyros,ALTGELD GARDENS,44,4.5,Greek,-87.6004393348106,41.65486375
462,T & G Gyros,ALTGELD GARDENS,44,4.5,Mediterranean,-87.6004393348106,41.65486375
463,La Vieja Castilla,ALTGELD GARDENS,34,4.5,Spanish,-87.6004393348106,41.65486375
464,Giuseppe's Pizza,ALTGELD GARDENS,41,4.5,Pizza,-87.6004393348106,41.65486375
465,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
466,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Diners,-87.6004393348106,41.65486375
467,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Bakeries,-87.6004393348106,41.65486375
468,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Desserts,-87.6004393348106,41.65486375
469,Eggshack,ALTGELD GARDENS,32,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
470,Eggshack,ALTGELD GARDENS,32,4.0,Burgers,-87.6004393348106,41.65486375
471,Eggshack,ALTGELD GARDENS,32,4.0,Sandwiches,-87.6004393348106,41.65486375
472,Lumes House of Pancakes,ALTGELD GARDENS,85,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
473,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Coffee & Tea,-87.6004393348106,41.65486375
474,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Lounges,-87.6004393348106,41.65486375
475,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
476,Mr. Orange Chicken,ALTGELD GARDENS,39,3.5,Chinese,-87.6004393348106,41.65486375
477,Mario's Tacos,ALTGELD GARDENS,87,3.5,Mexican,-87.6004393348106,41.65486375
478,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Italian,-87.6004393348106,41.65486375
479,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,American (Traditional),-87.6004393348106,41.65486375
480,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Pizza,-87.6004393348106,41.65486375
481,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,American (Traditional),-87.6004393348106,41.65486375
482,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,Fast Food,-87.6004393348106,41.65486375
483,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,American (Traditional),-87.6004393348106,41.65486375
484,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Coffee & Tea,-87.6004393348106,41.65486375
485,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Breakfast & Brunch,-87.6004393348106,41.65486375
486,Restaurante Tenochtitlan,ALTGELD GARDENS,54,3.5,Mexican,-87.6004393348106,41.65486375
487,Love On the Blu,ALTGELD GARDENS,94,3.0,Bars,-87.6004393348106,41.65486375
488,Love On the Blu,ALTGELD GARDENS,94,3.0,American (Traditional),-87.6004393348106,41.65486375
489,The Taco Place,ALTGELD GARDENS,24,4.0,Mexican,-87.6004393348106,41.65486375
490,Maxwell Street Polish,ALTGELD GARDENS,15,4.5,Hot Dogs,-87.6004393348106,41.65486375
