,Name,Neighborhood,Review Count,Rating,Type,Longitude,Latitude
491,Taqueria Durango Restaurant,ALTGELD GARDENS,44,3.5,Mexican,-87.6004393348106,41.65486375
492,Alpha Gyros,ALTGELD GARDENS,19,4.5,Restaurants,-87.6004393348106,41.65486375
495,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Mexican,-87.6004393348106,41.65486375
496,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Seafood,-87.6004393348106,41.65486375
497,T & G Gyros,ALTGELD GARDENS,44,4.5,Greek,-87.6004393348106,41.65486375
498,T & G Gyros,ALTGELD GARDENS,44,4.5,Mediterranean,-87.6004393348106,41.65486375
499,La Vieja Castilla,ALTGELD GARDENS,34,4.5,Spanish,-87.6004393348106,41.65486375
500,Giuseppe's Pizza,ALTGELD GARDENS,41,4.5,Pizza,-87.6004393348106,41.65486375
501,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
502,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Diners,-87.6004393348106,41.65486375
503,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Bakeries,-87.6004393348106,41.65486375
504,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Desserts,-87.6004393348106,41.65486375
505,Eggshack,ALTGELD GARDENS,32,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
506,Eggshack,ALTGELD GARDENS,32,4.0,Burgers,-87.6004393348106,41.65486375
507,Eggshack,ALTGELD GARDENS,32,4.0,Sandwiches,-87.6004393348106,41.65486375
508,Lumes House of Pancakes,ALTGELD GARDENS,85,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
509,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Coffee & Tea,-87.6004393348106,41.65486375
510,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Lounges,-87.6004393348106,41.65486375
511,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
512,Mr. Orange Chicken,ALTGELD GARDENS,39,3.5,Chinese,-87.6004393348106,41.65486375
513,Mario's Tacos,ALTGELD GARDENS,87,3.5,Mexican,-87.6004393348106,41.65486375
514,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Italian,-87.6004393348106,41.65486375
515,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,American (Traditional),-87.6004393348106,41.65486375
516,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Pizza,-87.6004393348106,41.65486375
517,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,American (Traditional),-87.6004393348106,41.65486375
518,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,Fast Food,-87.6004393348106,41.65486375
519,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,American (Traditional),-87.6004393348106,41.65486375
520,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Coffee & Tea,-87.6004393348106,41.65486375
521,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Breakfast & Brunch,-87.6004393348106,41.65486375
522,Restaurante Tenochtitlan,ALTGELD GARDENS,54,3.5,Mexican,-87.6004393348106,41.65486375
523,Love On the Blu,ALTGELD GARDENS,94,3.0,Bars,-87.6004393348106,41.65486375
524,Love On the Blu,ALTGELD GARDENS,94,3.0,American (Traditional),-87.6004393348106,41.65486375
525,The Taco Place,ALTGELD GARDENS,24,4.0,Mexican,-87.6004393348106,41.65486375
526,Maxwell Street Polish,ALTGELD GARDENS,15,4.5,Hot Dogs,-87.6004393348106,41.65486375
527,Taqueria Durango Restaurant,ALTGELD GARDENS,44,3.5,Mexican,-87.6004393348106,41.65486375
528,Alpha Gyros,ALTGELD GARDENS,19,4.5,Restaurants,-87.6004393348106,41.65486375
531,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Mexican,-87.6004393348106,41.65486375
532,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Seafood,-87.6004393348106,41.65486375
533,T & G Gyros,ALTGELD GARDENS,44,4.5,Greek,-87.6004393348106,41.65486375
534,T & G Gyros,ALTGELD GARDENS,44,4.5,Mediterranean,-87.6004393348106,41.65486375
535,La Vieja Castilla,ALTGELD GARDENS,34,4.5,Spanish,-87.6004393348106,41.65486375
536,Giuseppe's Pizza,ALTGELD GARDENS,41,4.5,Pizza,-87.6004393348106,41.65486375
537,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
538,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Diners,-87.6004393348106,41.65486375
539,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Bakeries,-87.6004393348106,41.65486375
540,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Desserts,-87.6004393348106,41.65486375
541,Eggshack,ALTGELD GARDENS,32,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
542,Eggshack,ALTGELD GARDENS,32,4.0,Burgers,-87.6004393348106,41.65486375
543,Eggshack,ALTGELD GARDENS,32,4.0,Sandwiches,-87.6004393348106,41.65486375
544,Lumes House of Pancakes,ALTGELD GARDENS,85,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
545,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Coffee & Tea,-87.6004393348106,41.65486375
546,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Lounges,-87.6004393348106,41.65486375
547,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
548,Mr. Orange Chicken,ALTGELD GARDENS,39,3.5,Chinese,-87.6004393348106,41.65486375
549,Mario's Tacos,ALTGELD GARDENS,87,3.5,Mexican,-87.6004393348106,41.65486375
550,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Italian,-87.6004393348106,41.65486375
551,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,American (Traditional),-87.6004393348106,41.65486375
552,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Pizza,-87.6004393348106,41.65486375
553,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,American (Traditional),-87.6004393348106,41.65486375
554,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,Fast Food,-87.6004393348106,41.65486375
555,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,American (Traditional),-87.6004393348106,41.65486375
556,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Coffee & Tea,-87.6004393348106,41.65486375
557,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Breakfast & Brunch,-87.6004393348106,41.65486375
558,Restaurante Tenochtitlan,ALTGELD GARDENS,54,3.5,Mexican,-87.6004393348106,41.65486375
559,Love On the Blu,ALTGELD GARDENS,94,3.0,Bars,-87.6004393348106,41.65486375
560,Love On the Blu,ALTGELD GARDENS,94,3.0,American (Traditional),-87.6004393348106,41.65486375
561,The Taco Place,ALTGELD GARDENS,24,4.0,Mexican,-87.6004393348106,41.65486375
562,Maxwell Street Polish,ALTGELD GARDENS,15,4.5,Hot Dogs,-87.6004393348106,41.65486375
563,Taqueria Durango Restaurant,ALTGELD GARDENS,44,3.5,Mexican,-87.6004393348106,41.65486375
564,Alpha Gyros,ALTGELD GARDENS,19,4.5,Restaurants,-87.6004393348106,41.65486375
567,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Mexican,-87.6004393348106,41.65486375
568,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Seafood,-87.6004393348106,41.65486375
569,T & G Gyros,ALTGELD GARDENS,44,4.5,Greek,-87.6004393348106,41.65486375
570,T & G Gyros,ALTGELD GARDENS,44,4.5,Mediterranean,-87.6004393348106,41.65486375
571,La Vieja Castilla,ALTGELD GARDENS,34,4.5,Spanish,-87.6004393348106,41.65486375
572,Giuseppe's Pizza,ALTGELD GARDENS,41,4.5,Pizza,-87.6004393348106,41.65486375
573,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
574,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Diners,-87.6004393348106,41.65486375
575,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Bakeries,-87.6004393348106,41.65486375
576,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Desserts,-87.6004393348106,41.65486375
577,Eggshack,ALTGELD GARDENS,32,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
578,Eggshack,ALTGELD GARDENS,32,4.0,Burgers,-87.6004393348106,41.65486375
579,Eggshack,ALTGELD GARDENS,32,4.0,Sandwiches,-87.6004393348106,41.65486375
580,Lumes House of Pancakes,ALTGELD GARDENS,85,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
581,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Coffee & Tea,-87.6004393348106,41.65486375
582,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Lounges,-87.6004393348106,41.65486375
583,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
584,Mr. Orange Chicken,ALTGELD GARDENS,39,3.5,Chinese,-87.6004393348106,41.65486375
585,Mario's Tacos,ALTGELD GARDENS,87,3.5,Mexican,-87.6004393348106,41.65486375
586,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Italian,-87.6004393348106,41.65486375
587,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,American (Traditional),-87.6004393348106,41.65486375
588,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Pizza,-87.6004393348106,41.65486375
589,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,American (Traditional),-87.6004393348106,41.65486375
590,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,Fast Food,-87.6004393348106,41.65486375
591,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,American (Traditional),-87.6004393348106,41.65486375
592,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Coffee & Tea,-87.6004393348106,41.65486375
593,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Breakfast & Brunch,-87.6004393348106,41.65486375
594,Restaurante Tenochtitlan,ALTGELD GARDENS,54,3.5,Mexican,-87.6004393348106,41.65486375
595,Love On the Blu,ALTGELD GARDENS,94,3.0,Bars,-87.6004393348106,41.65486375
596,Love On the Blu,ALTGELD GARDENS,94,3.0,American (Traditional),-87.6004393348106,41.65486375
597,The Taco Place,ALTGELD GARDENS,24,4.0,Mexican,-87.6004393348106,41.65486375
598,Maxwell Street Polish,ALTGELD GARDENS,15,4.5,Hot Dogs,-87.6004393348106,41.65486375
599,Taqueria Durango Restaurant,ALTGELD GARDENS,44,3.5,Mexican,-87.6004393348106,41.65486375
600,Alpha Gyros,ALTGELD GARDENS,19,4.5,Restaurants,-87.6004393348106,41.65486375
603,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Mexican,-87.6004393348106,41.65486375
604,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Seafood,-87.6004393348106,41.65486375
605,T & G Gyros,ALTGELD GARDENS,44,4.5,Greek,-87.6004393348106,41.65486375
606,T & G Gyros,ALTGELD GARDENS,44,4.5,Mediterranean,-87.6004393348106,41.65486375
607,La Vieja Castilla,ALTGELD GARDENS,34,4.5,Spanish,-87.6004393348106,41.65486375
608,Giuseppe's Pizza,ALTGELD GARDENS,41,4.5,Pizza,-87.6004393348106,41.65486375
609,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
610,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Diners,-87.6004393348106,41.65486375
611,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Bakeries,-87.6004393348106,41.65486375
612,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Desserts,-87.6004393348106,41.65486375
613,Eggshack,ALTGELD GARDENS,32,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
614,Eggshack,ALTGELD GARDENS,32,4.0,Burgers,-87.6004393348106,41.65486375
615,Eggshack,ALTGELD GARDENS,32,4.0,Sandwiches,-87.6004393348106,41.65486375
616,Lumes House of Pancakes,ALTGELD GARDENS,85,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
617,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Coffee & Tea,-87.6004393348106,41.65486375
618,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Lounges,-87.6004393348106,41.65486375
619,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
620,Mr. Orange Chicken,ALTGELD GARDENS,39,3.5,Chinese,-87.6004393348106,41.65486375
621,Mario's Tacos,ALTGELD GARDENS,87,3.5,Mexican,-87.6004393348106,41.65486375
622,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Italian,-87.6004393348106,41.65486375
623,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,American (Traditional),-87.6004393348106,41.65486375
624,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Pizza,-87.6004393348106,41.65486375
625,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,American (Traditional),-87.6004393348106,41.65486375
626,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,Fast Food,-87.6004393348106,41.65486375
627,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,American (Traditional),-87.6004393348106,41.65486375
628,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Coffee & Tea,-87.6004393348106,41.65486375
629,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Breakfast & Brunch,-87.6004393348106,41.65486375
630,Restaurante Tenochtitlan,ALTGELD GARDENS,54,3.5,Mexican,-87.6004393348106,41.65486375
631,Love On the Blu,ALTGELD GARDENS,94,3.0,Bars,-87.6004393348106,41.65486375
632,Love On the Blu,ALTGELD GARDENS,94,3.0,American (Traditional),-87.6004393348106,41.65486375
633,The Taco Place,ALTGELD GARDENS,24,4.0,Mexican,-87.6004393348106,41.65486375
634,Maxwell Street Polish,ALTGELD GARDENS,15,4.5,Hot Dogs,-87.6004393348106,41.65486375
635,Taqueria Durango Restaurant,ALTGELD GARDENS,44,3.5,Mexican,-87.6004393348106,41.65486375
636,Alpha Gyros,ALTGELD GARDENS,19,4.5,Restaurants,-87.6004393348106,41.65486375
639,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Mexican,-87.6004393348106,41.65486375
640,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Seafood,-87.6004393348106,41.65486375
641,T & G Gyros,ALTGELD GARDENS,44,4.5,Greek,-87.6004393348106,41.65486375
642,T & G Gyros,ALTGELD GARDENS,44,4.5,Mediterranean,-87.6004393348106,41.65486375
643,La Vieja Castilla,ALTGELD GARDENS,34,4.5,Spanish,-87.6004393348106,41.65486375
644,Giuseppe's Pizza,ALTGELD GARDENS,41,4.5,Pizza,-87.6004393348106,41.65486375
645,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
646,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Diners,-87.6004393348106,41.65486375
647,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Bakeries,-87.6004393348106,41.65486375
648,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Desserts,-87.6004393348106,41.65486375
649,Eggshack,ALTGELD GARDENS,32,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
650,Eggshack,ALTGELD GARDENS,32,4.0,Burgers,-87.6004393348106,41.65486375
651,Eggshack,ALTGELD GARDENS,32,4.0,Sandwiches,-87.6004393348106,41.65486375
652,Lumes House of Pancakes,ALTGELD GARDENS,85,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
653,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Coffee & Tea,-87.6004393348106,41.65486375
654,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Lounges,-87.6004393348106,41.65486375
655,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
656,Mr. Orange Chicken,ALTGELD GARDENS,39,3.5,Chinese,-87.6004393348106,41.65486375
657,Mario's Tacos,ALTGELD GARDENS,87,3.5,Mexican,-87.6004393348106,41.65486375
658,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Italian,-87.6004393348106,41.65486375
659,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,American (Traditional),-87.6004393348106,41.65486375
660,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Pizza,-87.6004393348106,41.65486375
661,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,American (Traditional),-87.6004393348106,41.65486375
662,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,Fast Food,-87.6004393348106,41.65486375
663,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,American (Traditional),-87.6004393348106,41.65486375
664,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Coffee & Tea,-87.6004393348106,41.65486375
665,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Breakfast & Brunch,-87.6004393348106,41.65486375
666,Restaurante Tenochtitlan,ALTGELD GARDENS,54,3.5,Mexican,-87.6004393348106,41.65486375
667,Love On the Blu,ALTGELD GARDENS,94,3.0,Bars,-87.6004393348106,41.65486375
668,Love On the Blu,ALTGELD GARDENS,94,3.0,American (Traditional),-87.6004393348106,41.65486375
669,The Taco Place,ALTGELD GARDENS,24,4.0,Mexican,-87.6004393348106,41.65486375
670,Maxwell Street Polish,ALTGELD GARDENS,15,4.5,Hot Dogs,-87.6004393348106,41.65486375
671,Taqueria Durango Restaurant,ALTGELD GARDENS,44,3.5,Mexican,-87.6004393348106,41.65486375
672,Alpha Gyros,ALTGELD GARDENS,19,4.5,Restaurants,-87.6004393348106,41.65486375
675,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Mexican,-87.6004393348106,41.65486375
676,Mariscos La Sirena,ALTGELD GARDENS,53,4.0,Seafood,-87.6004393348106,41.65486375
677,T & G Gyros,ALTGELD GARDENS,44,4.5,Greek,-87.6004393348106,41.65486375
678,T & G Gyros,ALTGELD GARDENS,44,4.5,Mediterranean,-87.6004393348106,41.65486375
679,La Vieja Castilla,ALTGELD GARDENS,34,4.5,Spanish,-87.6004393348106,41.65486375
680,Giuseppe's Pizza,ALTGELD GARDENS,41,4.5,Pizza,-87.6004393348106,41.65486375
681,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
682,Olivia's Restaurant,ALTGELD GARDENS,41,4.0,Diners,-87.6004393348106,41.65486375
683,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Bakeries,-87.6004393348106,41.65486375
684,Iversen's Bakery,ALTGELD GARDENS,32,4.5,Desserts,-87.6004393348106,41.65486375
685,Eggshack,ALTGELD GARDENS,32,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
686,Eggshack,ALTGELD GARDENS,32,4.0,Burgers,-87.6004393348106,41.65486375
687,Eggshack,ALTGELD GARDENS,32,4.0,Sandwiches,-87.6004393348106,41.65486375
688,Lumes House of Pancakes,ALTGELD GARDENS,85,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
689,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Coffee & Tea,-87.6004393348106,41.65486375
690,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Lounges,-87.6004393348106,41.65486375
691,Cal-Harbor Restaurant & Lounge,ALTGELD GARDENS,36,4.0,Breakfast & Brunch,-87.6004393348106,41.65486375
692,Mr. Orange Chicken,ALTGELD GARDENS,39,3.5,Chinese,-87.6004393348106,41.65486375
693,Mario's Tacos,ALTGELD GARDENS,87,3.5,Mexican,-87.6004393348106,41.65486375
694,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Italian,-87.6004393348106,41.65486375
695,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,American (Traditional),-87.6004393348106,41.65486375
696,Tuscan Grill & Pizza,ALTGELD GARDENS,38,4.0,Pizza,-87.6004393348106,41.65486375
697,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,American (Traditional),-87.6004393348106,41.65486375
698,Dillingers Drive-In,ALTGELD GARDENS,28,4.0,Fast Food,-87.6004393348106,41.65486375
699,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,American (Traditional),-87.6004393348106,41.65486375
700,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Coffee & Tea,-87.6004393348106,41.65486375
701,De Mar's  Restaurant,ALTGELD GARDENS,21,4.5,Breakfast & Brunch,-87.6004393348106,41.65486375
702,Restaurante Tenochtitlan,ALTGELD GARDENS,54,3.5,Mexican,-87.6004393348106,41.65486375
703,Love On the Blu,ALTGELD GARDENS,94,3.0,Bars,-87.6004393348106,41.65486375
704,Love On the Blu,ALTGELD GARDENS,94,3.0,American (Traditional),-87.6004393348106,41.65486375
705,The Taco Place,ALTGELD GARDENS,24,4.0,Mexican,-87.6004393348106,41.65486375
706,Maxwell Street Polish,ALTGELD GARDENS,15,4.5,Hot Dogs,-87.6004393348106,41.65486375
707,Taqueria Durango Restaurant,ALTGELD GARDENS,44,3.5,Mexican,-87.6004393348106,41.65486375
708,Alpha Gyros,ALTGELD GARDENS,19,4.5,Restaurants,-87.6004393348106,41.65486375
